# ground truth trajectory
# file: 'rgbd_dataset_freiburg2_pioneer_360.bag'
# timestamp tx ty tz qx qy qz qw
1311876799.9049 -1.8197 -0.7559 0.5686 0.1562 0.7225 -0.6597 -0.1359
1311876799.9083 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6603 -0.1357
1311876799.9115 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6602 -0.1357
1311876799.9149 -1.8197 -0.7559 0.5687 0.1562 0.7224 -0.6597 -0.1360
1311876799.9182 -1.8197 -0.7559 0.5687 0.1562 0.7225 -0.6597 -0.1360
1311876799.9217 -1.8197 -0.7559 0.5686 0.1562 0.7224 -0.6597 -0.1360
1311876799.9249 -1.8198 -0.7559 0.5687 0.1562 0.7223 -0.6598 -0.1360
1311876799.9283 -1.8198 -0.7561 0.5687 0.1558 0.7220 -0.6603 -0.1357
1311876799.9317 -1.8200 -0.7562 0.5686 0.1556 0.7215 -0.6609 -0.1357
1311876799.9349 -1.8199 -0.7562 0.5686 0.1556 0.7215 -0.6609 -0.1357
1311876799.9383 -1.8199 -0.7560 0.5685 0.1560 0.7219 -0.6603 -0.1360
1311876799.9416 -1.8198 -0.7560 0.5685 0.1559 0.7219 -0.6603 -0.1360
1311876799.9449 -1.8198 -0.7559 0.5686 0.1560 0.7220 -0.6602 -0.1361
1311876799.9484 -1.8199 -0.7561 0.5686 0.1556 0.7217 -0.6607 -0.1358
1311876799.9516 -1.8199 -0.7562 0.5686 0.1555 0.7216 -0.6608 -0.1358
1311876799.9549 -1.8199 -0.7562 0.5686 0.1555 0.7217 -0.6608 -0.1358
1311876799.9583 -1.8198 -0.7560 0.5686 0.1559 0.7219 -0.6603 -0.1360
1311876799.9617 -1.8198 -0.7560 0.5686 0.1560 0.7220 -0.6602 -0.1361
1311876799.9649 -1.8198 -0.7560 0.5686 0.1559 0.7220 -0.6602 -0.1361
1311876799.9683 -1.8198 -0.7562 0.5686 0.1556 0.7216 -0.6608 -0.1359
1311876799.9716 -1.8198 -0.7562 0.5686 0.1556 0.7216 -0.6607 -0.1359
1311876799.9750 -1.8198 -0.7560 0.5686 0.1560 0.7221 -0.6601 -0.1361
1311876799.9783 -1.8198 -0.7560 0.5686 0.1560 0.7220 -0.6602 -0.1361
1311876799.9816 -1.8198 -0.7560 0.5686 0.1560 0.7221 -0.6601 -0.1362
1311876799.9850 -1.8198 -0.7560 0.5686 0.1560 0.7221 -0.6600 -0.1361
1311876799.9883 -1.8198 -0.7562 0.5686 0.1557 0.7216 -0.6607 -0.1359
1311876799.9916 -1.8198 -0.7562 0.5686 0.1556 0.7216 -0.6607 -0.1359
1311876799.9949 -1.8198 -0.7560 0.5686 0.1560 0.7221 -0.6601 -0.1362
1311876799.9982 -1.8198 -0.7560 0.5686 0.1560 0.7221 -0.6601 -0.1362
1311876800.0016 -1.8197 -0.7560 0.5686 0.1561 0.7221 -0.6600 -0.1361
1311876800.0049 -1.8198 -0.7560 0.5686 0.1560 0.7221 -0.6601 -0.1362
1311876800.0082 -1.8198 -0.7562 0.5686 0.1557 0.7218 -0.6605 -0.1359
1311876800.0116 -1.8198 -0.7562 0.5686 0.1556 0.7218 -0.6606 -0.1359
1311876800.0149 -1.8197 -0.7560 0.5686 0.1560 0.7221 -0.6600 -0.1362
1311876800.0182 -1.8197 -0.7560 0.5686 0.1561 0.7222 -0.6600 -0.1361
1311876800.0216 -1.8197 -0.7560 0.5686 0.1560 0.7222 -0.6599 -0.1361
1311876800.0249 -1.8197 -0.7559 0.5686 0.1561 0.7222 -0.6600 -0.1361
1311876800.0283 -1.8198 -0.7562 0.5686 0.1557 0.7217 -0.6606 -0.1359
1311876800.0316 -1.8198 -0.7562 0.5686 0.1557 0.7218 -0.6605 -0.1359
1311876800.0349 -1.8198 -0.7562 0.5686 0.1557 0.7218 -0.6605 -0.1359
1311876800.0406 -1.8197 -0.7560 0.5686 0.1561 0.7221 -0.6600 -0.1362
1311876800.0416 -1.8197 -0.7560 0.5686 0.1560 0.7221 -0.6601 -0.1361
1311876800.0449 -1.8197 -0.7560 0.5686 0.1561 0.7222 -0.6599 -0.1361
1311876800.0483 -1.8197 -0.7559 0.5686 0.1561 0.7222 -0.6600 -0.1362
1311876800.0516 -1.8198 -0.7562 0.5687 0.1557 0.7218 -0.6605 -0.1359
1311876800.0549 -1.8197 -0.7559 0.5686 0.1561 0.7222 -0.6599 -0.1361
1311876800.0582 -1.8197 -0.7559 0.5686 0.1561 0.7223 -0.6599 -0.1361
1311876800.0616 -1.8197 -0.7559 0.5686 0.1561 0.7222 -0.6599 -0.1362
1311876800.0649 -1.8197 -0.7559 0.5686 0.1561 0.7222 -0.6599 -0.1362
1311876800.0683 -1.8198 -0.7561 0.5686 0.1560 0.7221 -0.6601 -0.1358
1311876800.0716 -1.8198 -0.7561 0.5686 0.1557 0.7219 -0.6604 -0.1358
1311876800.0749 -1.8197 -0.7560 0.5686 0.1560 0.7222 -0.6600 -0.1361
1311876800.0783 -1.8197 -0.7559 0.5686 0.1560 0.7223 -0.6599 -0.1361
1311876800.0816 -1.8197 -0.7559 0.5686 0.1561 0.7222 -0.6599 -0.1361
1311876800.0850 -1.8197 -0.7559 0.5686 0.1560 0.7223 -0.6599 -0.1361
1311876800.0882 -1.8198 -0.7562 0.5686 0.1556 0.7217 -0.6606 -0.1359
1311876800.0916 -1.8198 -0.7562 0.5686 0.1557 0.7218 -0.6605 -0.1359
1311876800.0948 -1.8197 -0.7560 0.5686 0.1561 0.7221 -0.6600 -0.1362
1311876800.0982 -1.8197 -0.7560 0.5686 0.1561 0.7222 -0.6599 -0.1362
1311876800.1015 -1.8197 -0.7560 0.5686 0.1560 0.7222 -0.6600 -0.1362
1311876800.1050 -1.8197 -0.7559 0.5686 0.1561 0.7222 -0.6599 -0.1361
1311876800.1082 -1.8198 -0.7562 0.5686 0.1557 0.7219 -0.6604 -0.1359
1311876800.1115 -1.8198 -0.7561 0.5686 0.1557 0.7219 -0.6604 -0.1359
1311876800.1149 -1.8197 -0.7559 0.5686 0.1561 0.7222 -0.6600 -0.1361
1311876800.1183 -1.8198 -0.7559 0.5686 0.1560 0.7222 -0.6600 -0.1361
1311876800.1216 -1.8198 -0.7559 0.5686 0.1561 0.7222 -0.6599 -0.1362
1311876800.1249 -1.8197 -0.7560 0.5686 0.1561 0.7221 -0.6600 -0.1361
1311876800.1282 -1.8197 -0.7559 0.5686 0.1560 0.7222 -0.6599 -0.1361
1311876800.1316 -1.8198 -0.7562 0.5686 0.1556 0.7217 -0.6606 -0.1359
1311876800.1350 -1.8197 -0.7559 0.5686 0.1561 0.7222 -0.6599 -0.1360
1311876800.1382 -1.8197 -0.7560 0.5686 0.1560 0.7221 -0.6601 -0.1361
1311876800.1416 -1.8198 -0.7559 0.5686 0.1560 0.7222 -0.6600 -0.1361
1311876800.1449 -1.8198 -0.7560 0.5686 0.1560 0.7221 -0.6601 -0.1361
1311876800.1482 -1.8198 -0.7562 0.5686 0.1556 0.7217 -0.6606 -0.1358
1311876800.1517 -1.8198 -0.7562 0.5686 0.1556 0.7218 -0.6606 -0.1359
1311876800.1550 -1.8198 -0.7559 0.5686 0.1559 0.7221 -0.6601 -0.1361
1311876800.1583 -1.8198 -0.7559 0.5686 0.1560 0.7221 -0.6601 -0.1361
1311876800.1617 -1.8198 -0.7559 0.5686 0.1560 0.7221 -0.6601 -0.1361
1311876800.1650 -1.8198 -0.7559 0.5686 0.1559 0.7221 -0.6601 -0.1361
1311876800.1684 -1.8198 -0.7559 0.5686 0.1560 0.7221 -0.6601 -0.1362
1311876800.1717 -1.8198 -0.7562 0.5686 0.1556 0.7217 -0.6607 -0.1358
1311876800.1750 -1.8198 -0.7559 0.5686 0.1560 0.7221 -0.6601 -0.1361
1311876800.1783 -1.8198 -0.7559 0.5686 0.1559 0.7222 -0.6600 -0.1362
1311876800.1817 -1.8198 -0.7559 0.5686 0.1560 0.7221 -0.6601 -0.1361
1311876800.1850 -1.8198 -0.7559 0.5686 0.1560 0.7221 -0.6601 -0.1361
1311876800.1883 -1.8198 -0.7562 0.5686 0.1556 0.7217 -0.6607 -0.1358
1311876800.1916 -1.8198 -0.7562 0.5686 0.1556 0.7217 -0.6606 -0.1358
1311876800.1949 -1.8198 -0.7560 0.5686 0.1560 0.7220 -0.6602 -0.1361
1311876800.1982 -1.8197 -0.7559 0.5686 0.1560 0.7221 -0.6600 -0.1360
1311876800.2016 -1.8198 -0.7560 0.5686 0.1559 0.7220 -0.6602 -0.1361
1311876800.2049 -1.8198 -0.7559 0.5686 0.1559 0.7221 -0.6601 -0.1361
1311876800.2082 -1.8198 -0.7559 0.5686 0.1560 0.7221 -0.6601 -0.1360
1311876800.2116 -1.8198 -0.7562 0.5686 0.1556 0.7218 -0.6606 -0.1358
1311876800.2149 -1.8198 -0.7562 0.5686 0.1556 0.7217 -0.6607 -0.1359
1311876800.2183 -1.8198 -0.7559 0.5686 0.1560 0.7222 -0.6600 -0.1360
1311876800.2216 -1.8198 -0.7559 0.5686 0.1559 0.7221 -0.6601 -0.1360
1311876800.2250 -1.8198 -0.7559 0.5686 0.1560 0.7221 -0.6601 -0.1361
1311876800.2283 -1.8198 -0.7559 0.5686 0.1559 0.7221 -0.6601 -0.1360
1311876800.2316 -1.8198 -0.7562 0.5686 0.1557 0.7217 -0.6607 -0.1359
1311876800.2350 -1.8198 -0.7559 0.5686 0.1560 0.7221 -0.6601 -0.1361
1311876800.2383 -1.8198 -0.7559 0.5686 0.1559 0.7221 -0.6601 -0.1361
1311876800.2417 -1.8198 -0.7559 0.5686 0.1560 0.7221 -0.6601 -0.1360
1311876800.2449 -1.8198 -0.7559 0.5686 0.1559 0.7222 -0.6600 -0.1361
1311876800.2483 -1.8198 -0.7559 0.5686 0.1560 0.7221 -0.6601 -0.1361
1311876800.2517 -1.8198 -0.7562 0.5686 0.1556 0.7216 -0.6608 -0.1358
1311876800.2550 -1.8198 -0.7559 0.5686 0.1559 0.7221 -0.6601 -0.1361
1311876800.2583 -1.8198 -0.7559 0.5686 0.1560 0.7221 -0.6601 -0.1361
1311876800.2616 -1.8198 -0.7559 0.5686 0.1559 0.7221 -0.6601 -0.1360
1311876800.2650 -1.8198 -0.7559 0.5686 0.1560 0.7221 -0.6601 -0.1361
1311876800.2683 -1.8198 -0.7562 0.5686 0.1556 0.7216 -0.6608 -0.1358
1311876800.2716 -1.8198 -0.7562 0.5686 0.1555 0.7217 -0.6607 -0.1358
1311876800.2750 -1.8198 -0.7559 0.5686 0.1559 0.7221 -0.6601 -0.1360
1311876800.2784 -1.8198 -0.7559 0.5686 0.1559 0.7221 -0.6602 -0.1360
1311876800.2817 -1.8198 -0.7559 0.5686 0.1559 0.7221 -0.6601 -0.1360
1311876800.2850 -1.8198 -0.7560 0.5686 0.1559 0.7220 -0.6602 -0.1360
1311876800.2884 -1.8198 -0.7562 0.5686 0.1556 0.7216 -0.6608 -0.1358
1311876800.2917 -1.8198 -0.7562 0.5686 0.1555 0.7217 -0.6607 -0.1358
1311876800.2963 -1.8198 -0.7561 0.5686 0.1556 0.7217 -0.6607 -0.1358
1311876800.2984 -1.8198 -0.7560 0.5686 0.1559 0.7220 -0.6602 -0.1360
1311876800.3017 -1.8198 -0.7559 0.5686 0.1558 0.7221 -0.6601 -0.1360
1311876800.3051 -1.8198 -0.7559 0.5686 0.1559 0.7220 -0.6603 -0.1361
1311876800.3084 -1.8198 -0.7562 0.5686 0.1555 0.7216 -0.6608 -0.1358
1311876800.3116 -1.8198 -0.7561 0.5686 0.1555 0.7217 -0.6607 -0.1358
1311876800.3150 -1.8198 -0.7560 0.5686 0.1559 0.7220 -0.6602 -0.1360
1311876800.3183 -1.8198 -0.7559 0.5686 0.1559 0.7220 -0.6602 -0.1360
1311876800.3217 -1.8198 -0.7559 0.5686 0.1559 0.7220 -0.6603 -0.1361
1311876800.3250 -1.8198 -0.7559 0.5686 0.1559 0.7221 -0.6601 -0.1360
1311876800.3283 -1.8198 -0.7562 0.5686 0.1556 0.7216 -0.6608 -0.1357
1311876800.3316 -1.8198 -0.7562 0.5686 0.1556 0.7216 -0.6608 -0.1358
1311876800.3350 -1.8198 -0.7559 0.5686 0.1559 0.7220 -0.6602 -0.1361
1311876800.3383 -1.8198 -0.7559 0.5686 0.1559 0.7220 -0.6602 -0.1361
1311876800.3416 -1.8198 -0.7559 0.5686 0.1560 0.7220 -0.6602 -0.1360
1311876800.3449 -1.8198 -0.7560 0.5686 0.1559 0.7219 -0.6603 -0.1360
1311876800.3482 -1.8199 -0.7562 0.5686 0.1556 0.7216 -0.6608 -0.1357
1311876800.3516 -1.8198 -0.7562 0.5686 0.1556 0.7216 -0.6608 -0.1358
1311876800.3550 -1.8199 -0.7562 0.5686 0.1556 0.7215 -0.6609 -0.1358
1311876800.3583 -1.8198 -0.7559 0.5686 0.1559 0.7220 -0.6602 -0.1360
1311876800.3617 -1.8198 -0.7559 0.5686 0.1559 0.7221 -0.6602 -0.1361
1311876800.3650 -1.8198 -0.7559 0.5686 0.1559 0.7220 -0.6602 -0.1360
1311876800.3683 -1.8199 -0.7562 0.5686 0.1555 0.7216 -0.6608 -0.1357
1311876800.3717 -1.8199 -0.7562 0.5686 0.1555 0.7216 -0.6608 -0.1358
1311876800.3750 -1.8198 -0.7559 0.5685 0.1559 0.7221 -0.6602 -0.1360
1311876800.3782 -1.8198 -0.7560 0.5686 0.1559 0.7220 -0.6603 -0.1360
1311876800.3816 -1.8198 -0.7560 0.5685 0.1559 0.7220 -0.6603 -0.1360
1311876800.3849 -1.8198 -0.7560 0.5685 0.1558 0.7219 -0.6603 -0.1361
1311876800.3883 -1.8198 -0.7560 0.5685 0.1559 0.7219 -0.6603 -0.1360
1311876800.3916 -1.8199 -0.7562 0.5686 0.1556 0.7215 -0.6609 -0.1358
1311876800.3950 -1.8199 -0.7562 0.5686 0.1555 0.7215 -0.6609 -0.1357
1311876800.3983 -1.8199 -0.7560 0.5686 0.1559 0.7218 -0.6604 -0.1360
1311876800.4017 -1.8199 -0.7560 0.5686 0.1559 0.7218 -0.6604 -0.1360
1311876800.4050 -1.8198 -0.7560 0.5686 0.1558 0.7219 -0.6604 -0.1360
1311876800.4083 -1.8199 -0.7562 0.5685 0.1555 0.7215 -0.6610 -0.1358
1311876800.4116 -1.8199 -0.7562 0.5686 0.1554 0.7215 -0.6610 -0.1357
1311876800.4149 -1.8198 -0.7560 0.5685 0.1558 0.7219 -0.6604 -0.1361
1311876800.4183 -1.8199 -0.7560 0.5685 0.1558 0.7218 -0.6605 -0.1361
1311876800.4216 -1.8199 -0.7560 0.5685 0.1558 0.7218 -0.6605 -0.1361
1311876800.4249 -1.8199 -0.7560 0.5685 0.1558 0.7217 -0.6605 -0.1361
1311876800.4283 -1.8199 -0.7560 0.5685 0.1558 0.7218 -0.6605 -0.1361
1311876800.4316 -1.8199 -0.7562 0.5685 0.1554 0.7213 -0.6611 -0.1358
1311876800.4349 -1.8199 -0.7560 0.5685 0.1558 0.7217 -0.6605 -0.1361
1311876800.4383 -1.8199 -0.7559 0.5685 0.1558 0.7218 -0.6604 -0.1361
1311876800.4416 -1.8198 -0.7559 0.5686 0.1562 0.7224 -0.6598 -0.1359
1311876800.4449 -1.8197 -0.7559 0.5686 0.1562 0.7225 -0.6597 -0.1359
1311876800.4483 -1.8198 -0.7561 0.5687 0.1559 0.7220 -0.6603 -0.1357
1311876800.4516 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6603 -0.1356
1311876800.4550 -1.8197 -0.7559 0.5686 0.1562 0.7225 -0.6596 -0.1359
1311876800.4583 -1.8198 -0.7559 0.5687 0.1562 0.7225 -0.6596 -0.1359
1311876800.4616 -1.8198 -0.7559 0.5686 0.1562 0.7224 -0.6597 -0.1359
1311876800.4650 -1.8197 -0.7559 0.5686 0.1562 0.7224 -0.6597 -0.1359
1311876800.4683 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6602 -0.1356
1311876800.4716 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6602 -0.1357
1311876800.4750 -1.8198 -0.7559 0.5687 0.1562 0.7225 -0.6597 -0.1359
1311876800.4783 -1.8197 -0.7559 0.5686 0.1562 0.7225 -0.6596 -0.1359
1311876800.4816 -1.8197 -0.7559 0.5686 0.1563 0.7225 -0.6597 -0.1358
1311876800.4851 -1.8197 -0.7559 0.5686 0.1562 0.7225 -0.6596 -0.1359
1311876800.4885 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6602 -0.1357
1311876800.4916 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6602 -0.1357
1311876800.4950 -1.8197 -0.7559 0.5686 0.1562 0.7225 -0.6597 -0.1358
1311876800.4983 -1.8197 -0.7559 0.5687 0.1562 0.7224 -0.6598 -0.1359
1311876800.5016 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6602 -0.1356
1311876800.5050 -1.8197 -0.7559 0.5686 0.1562 0.7226 -0.6596 -0.1359
1311876800.5083 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6602 -0.1357
1311876800.5116 -1.8198 -0.7561 0.5687 0.1557 0.7221 -0.6602 -0.1357
1311876800.5150 -1.8198 -0.7561 0.5687 0.1558 0.7220 -0.6603 -0.1357
1311876800.5185 -1.8197 -0.7559 0.5686 0.1561 0.7224 -0.6598 -0.1359
1311876800.5217 -1.8197 -0.7559 0.5686 0.1562 0.7224 -0.6597 -0.1359
1311876800.5250 -1.8197 -0.7559 0.5686 0.1562 0.7225 -0.6597 -0.1359
1311876800.5284 -1.8197 -0.7559 0.5686 0.1562 0.7225 -0.6596 -0.1358
1311876800.5317 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6602 -0.1356
1311876800.5350 -1.8197 -0.7559 0.5686 0.1562 0.7224 -0.6598 -0.1359
1311876800.5383 -1.8198 -0.7559 0.5687 0.1562 0.7225 -0.6597 -0.1359
1311876800.5417 -1.8197 -0.7559 0.5686 0.1562 0.7225 -0.6597 -0.1359
1311876800.5450 -1.8197 -0.7559 0.5687 0.1562 0.7225 -0.6597 -0.1359
1311876800.5483 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6603 -0.1356
1311876800.5516 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6603 -0.1356
1311876800.5550 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6602 -0.1357
1311876800.5583 -1.8197 -0.7559 0.5687 0.1562 0.7225 -0.6597 -0.1359
1311876800.5616 -1.8197 -0.7559 0.5686 0.1563 0.7225 -0.6596 -0.1359
1311876800.5649 -1.8197 -0.7559 0.5687 0.1562 0.7225 -0.6597 -0.1359
1311876800.5683 -1.8197 -0.7559 0.5686 0.1562 0.7225 -0.6597 -0.1359
1311876800.5715 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6602 -0.1356
1311876800.5750 -1.8198 -0.7561 0.5687 0.1559 0.7221 -0.6602 -0.1356
1311876800.5782 -1.8197 -0.7559 0.5687 0.1562 0.7225 -0.6597 -0.1359
1311876800.5815 -1.8197 -0.7558 0.5686 0.1562 0.7225 -0.6596 -0.1359
1311876800.5848 -1.8197 -0.7559 0.5686 0.1562 0.7225 -0.6597 -0.1359
1311876800.5882 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6602 -0.1356
1311876800.5915 -1.8198 -0.7561 0.5687 0.1559 0.7221 -0.6602 -0.1356
1311876800.5948 -1.8198 -0.7559 0.5687 0.1561 0.7225 -0.6596 -0.1360
1311876800.5982 -1.8197 -0.7559 0.5686 0.1561 0.7225 -0.6597 -0.1359
1311876800.6015 -1.8197 -0.7559 0.5687 0.1562 0.7224 -0.6597 -0.1359
1311876800.6049 -1.8197 -0.7559 0.5686 0.1562 0.7225 -0.6596 -0.1359
1311876800.6083 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6603 -0.1356
1311876800.6116 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6602 -0.1356
1311876800.6150 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6603 -0.1356
1311876800.6183 -1.8197 -0.7559 0.5686 0.1562 0.7225 -0.6596 -0.1359
1311876800.6216 -1.8197 -0.7559 0.5686 0.1562 0.7225 -0.6597 -0.1359
1311876800.6249 -1.8197 -0.7559 0.5686 0.1562 0.7224 -0.6597 -0.1359
1311876800.6283 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6603 -0.1356
1311876800.6316 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6602 -0.1356
1311876800.6349 -1.8198 -0.7559 0.5686 0.1561 0.7225 -0.6597 -0.1359
1311876800.6383 -1.8197 -0.7559 0.5686 0.1562 0.7224 -0.6597 -0.1359
1311876800.6415 -1.8197 -0.7559 0.5686 0.1562 0.7225 -0.6597 -0.1359
1311876800.6449 -1.8198 -0.7559 0.5687 0.1562 0.7225 -0.6597 -0.1359
1311876800.6483 -1.8197 -0.7558 0.5686 0.1562 0.7225 -0.6596 -0.1359
1311876800.6516 -1.8198 -0.7561 0.5687 0.1558 0.7219 -0.6604 -0.1356
1311876800.6549 -1.8197 -0.7559 0.5687 0.1562 0.7224 -0.6597 -0.1358
1311876800.6589 -1.8197 -0.7559 0.5686 0.1563 0.7226 -0.6596 -0.1359
1311876800.6616 -1.8198 -0.7559 0.5686 0.1561 0.7225 -0.6597 -0.1359
1311876800.6649 -1.8197 -0.7559 0.5686 0.1562 0.7225 -0.6597 -0.1359
1311876800.6682 -1.8198 -0.7559 0.5686 0.1562 0.7225 -0.6597 -0.1358
1311876800.6716 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6602 -0.1356
1311876800.6749 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6602 -0.1356
1311876800.6782 -1.8198 -0.7559 0.5686 0.1561 0.7224 -0.6597 -0.1359
1311876800.6816 -1.8198 -0.7559 0.5686 0.1562 0.7225 -0.6597 -0.1358
1311876800.6849 -1.8198 -0.7559 0.5686 0.1562 0.7225 -0.6597 -0.1359
1311876800.6883 -1.8198 -0.7561 0.5686 0.1558 0.7221 -0.6602 -0.1356
1311876800.6916 -1.8198 -0.7561 0.5687 0.1558 0.7220 -0.6603 -0.1355
1311876800.6949 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6602 -0.1356
1311876800.6983 -1.8197 -0.7559 0.5686 0.1562 0.7225 -0.6596 -0.1359
1311876800.7016 -1.8197 -0.7559 0.5686 0.1562 0.7225 -0.6597 -0.1359
1311876800.7049 -1.8197 -0.7559 0.5686 0.1561 0.7225 -0.6597 -0.1358
1311876800.7083 -1.8197 -0.7559 0.5687 0.1562 0.7224 -0.6597 -0.1359
1311876800.7142 -1.8198 -0.7561 0.5686 0.1559 0.7222 -0.6601 -0.1356
1311876800.7156 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6603 -0.1356
1311876800.7183 -1.8197 -0.7559 0.5687 0.1562 0.7224 -0.6597 -0.1359
1311876800.7217 -1.8197 -0.7559 0.5686 0.1562 0.7226 -0.6596 -0.1358
1311876800.7250 -1.8197 -0.7559 0.5686 0.1562 0.7225 -0.6597 -0.1358
1311876800.7283 -1.8198 -0.7561 0.5687 0.1558 0.7220 -0.6603 -0.1356
1311876800.7315 -1.8198 -0.7561 0.5687 0.1558 0.7221 -0.6603 -0.1356
1311876800.7348 -1.8198 -0.7561 0.5687 0.1558 0.7220 -0.6603 -0.1356
1311876800.7382 -1.8197 -0.7559 0.5686 0.1561 0.7224 -0.6598 -0.1359
1311876800.7415 -1.8198 -0.7559 0.5687 0.1561 0.7224 -0.6597 -0.1359
1311876800.7448 -1.8197 -0.7559 0.5687 0.1561 0.7224 -0.6598 -0.1359
1311876800.7482 -1.8198 -0.7562 0.5687 0.1557 0.7220 -0.6604 -0.1356
1311876800.7515 -1.8198 -0.7562 0.5687 0.1557 0.7219 -0.6604 -0.1356
