# ground truth trajectory
# file: 'rgbd_dataset_freiburg1_room.bag'
# timestamp tx ty tz qx qy qz qw
1305031907.5196 -0.1594 -0.3881 1.6004 0.8675 -0.1253 0.0672 -0.4766
1305031907.5295 -0.1627 -0.3867 1.6004 0.8672 -0.1262 0.0669 -0.4771
1305031907.5396 -0.1659 -0.3853 1.6004 0.8672 -0.1272 0.0668 -0.4767
1305031907.5496 -0.1693 -0.3841 1.6004 0.8674 -0.1282 0.0667 -0.4762
1305031907.5596 -0.1727 -0.3826 1.6004 0.8673 -0.1293 0.0662 -0.4761
1305031907.5695 -0.1759 -0.3810 1.6002 0.8668 -0.1306 0.0662 -0.4767
1305031907.5795 -0.1793 -0.3796 1.6001 0.8664 -0.1327 0.0663 -0.4767
1305031907.5895 -0.1825 -0.3780 1.6000 0.8660 -0.1344 0.0665 -0.4770
1305031907.5995 -0.1858 -0.3765 1.5998 0.8654 -0.1363 0.0665 -0.4775
1305031907.6095 -0.1894 -0.3748 1.5994 0.8652 -0.1388 0.0664 -0.4772
1305031907.6195 -0.1929 -0.3730 1.5991 0.8655 -0.1413 0.0663 -0.4760
1305031907.6295 -0.1963 -0.3713 1.5986 0.8663 -0.1440 0.0662 -0.4737
1305031907.6395 -0.1997 -0.3694 1.5979 0.8677 -0.1468 0.0662 -0.4703
1305031907.6496 -0.2035 -0.3675 1.5973 0.8691 -0.1492 0.0662 -0.4670
1305031907.6595 -0.2068 -0.3655 1.5965 0.8704 -0.1511 0.0672 -0.4638
1305031907.6696 -0.2103 -0.3635 1.5957 0.8721 -0.1529 0.0680 -0.4599
1305031907.6795 -0.2140 -0.3616 1.5948 0.8744 -0.1545 0.0686 -0.4548
1305031907.6895 -0.2176 -0.3595 1.5939 0.8760 -0.1559 0.0697 -0.4511
1305031907.6996 -0.2213 -0.3574 1.5929 0.8777 -0.1570 0.0707 -0.4472
1305031907.7096 -0.2251 -0.3554 1.5920 0.8793 -0.1581 0.0717 -0.4435
1305031907.7196 -0.2289 -0.3532 1.5910 0.8805 -0.1591 0.0724 -0.4407
1305031907.7295 -0.2328 -0.3511 1.5899 0.8820 -0.1600 0.0733 -0.4372
1305031907.7395 -0.2365 -0.3490 1.5889 0.8831 -0.1604 0.0741 -0.4346
1305031907.7495 -0.2404 -0.3468 1.5878 0.8843 -0.1606 0.0746 -0.4320
1305031907.7595 -0.2442 -0.3449 1.5868 0.8856 -0.1613 0.0753 -0.4290
1305031907.7696 -0.2481 -0.3426 1.5857 0.8859 -0.1614 0.0760 -0.4281
1305031907.7795 -0.2519 -0.3407 1.5847 0.8870 -0.1620 0.0768 -0.4255
1305031907.7895 -0.2557 -0.3387 1.5837 0.8873 -0.1623 0.0779 -0.4247
1305031907.7995 -0.2594 -0.3368 1.5827 0.8879 -0.1629 0.0787 -0.4229
1305031907.8095 -0.2634 -0.3347 1.5816 0.8876 -0.1634 0.0794 -0.4232
1305031907.8195 -0.2672 -0.3327 1.5805 0.8874 -0.1636 0.0801 -0.4235
1305031907.8295 -0.2708 -0.3310 1.5795 0.8880 -0.1640 0.0806 -0.4221
1305031907.8395 -0.2746 -0.3290 1.5785 0.8877 -0.1639 0.0806 -0.4225
1305031907.8495 -0.2785 -0.3269 1.5775 0.8872 -0.1641 0.0810 -0.4235
1305031907.8595 -0.2820 -0.3250 1.5766 0.8872 -0.1636 0.0811 -0.4238
1305031907.8695 -0.2858 -0.3232 1.5756 0.8868 -0.1643 0.0812 -0.4242
1305031907.8795 -0.2894 -0.3212 1.5745 0.8866 -0.1647 0.0807 -0.4245
1305031907.8895 -0.2928 -0.3193 1.5734 0.8862 -0.1662 0.0805 -0.4249
1305031907.8995 -0.2964 -0.3173 1.5725 0.8860 -0.1684 0.0802 -0.4246
1305031907.9095 -0.2999 -0.3154 1.5715 0.8859 -0.1707 0.0795 -0.4239
1305031907.9195 -0.3033 -0.3136 1.5705 0.8861 -0.1731 0.0784 -0.4228
1305031907.9295 -0.3067 -0.3114 1.5696 0.8856 -0.1757 0.0780 -0.4228
1305031907.9396 -0.3101 -0.3093 1.5687 0.8855 -0.1780 0.0773 -0.4223
1305031907.9495 -0.3134 -0.3073 1.5677 0.8857 -0.1801 0.0766 -0.4210
1305031907.9595 -0.3166 -0.3050 1.5668 0.8857 -0.1823 0.0764 -0.4202
1305031907.9695 -0.3199 -0.3030 1.5659 0.8863 -0.1841 0.0762 -0.4182
1305031907.9795 -0.3231 -0.3008 1.5652 0.8864 -0.1864 0.0767 -0.4168
1305031907.9895 -0.3263 -0.2990 1.5642 0.8875 -0.1889 0.0771 -0.4132
1305031907.9996 -0.3294 -0.2969 1.5636 0.8879 -0.1908 0.0779 -0.4113
1305031908.0104 -0.3324 -0.2946 1.5629 0.8878 -0.1931 0.0791 -0.4103
1305031908.0195 -0.3355 -0.2925 1.5622 0.8875 -0.1949 0.0808 -0.4096
1305031908.0295 -0.3386 -0.2905 1.5616 0.8871 -0.1970 0.0824 -0.4093
1305031908.0395 -0.3416 -0.2884 1.5610 0.8870 -0.1985 0.0838 -0.4085
1305031908.0495 -0.3446 -0.2861 1.5604 0.8861 -0.2003 0.0857 -0.4092
1305031908.0595 -0.3476 -0.2841 1.5598 0.8858 -0.2026 0.0877 -0.4081
1305031908.0695 -0.3506 -0.2819 1.5593 0.8855 -0.2044 0.0897 -0.4075
1305031908.0795 -0.3535 -0.2796 1.5586 0.8848 -0.2065 0.0919 -0.4075
1305031908.0895 -0.3566 -0.2774 1.5580 0.8848 -0.2084 0.0935 -0.4062
1305031908.0995 -0.3595 -0.2752 1.5573 0.8845 -0.2102 0.0956 -0.4055
1305031908.1095 -0.3624 -0.2730 1.5566 0.8842 -0.2115 0.0978 -0.4049
1305031908.1195 -0.3654 -0.2708 1.5560 0.8839 -0.2130 0.0996 -0.4043
1305031908.1295 -0.3684 -0.2685 1.5552 0.8836 -0.2143 0.1017 -0.4037
1305031908.1395 -0.3713 -0.2661 1.5545 0.8835 -0.2151 0.1033 -0.4032
1305031908.1496 -0.3744 -0.2640 1.5538 0.8837 -0.2161 0.1049 -0.4017
1305031908.1597 -0.3775 -0.2613 1.5530 0.8831 -0.2169 0.1069 -0.4022
1305031908.1696 -0.3806 -0.2591 1.5523 0.8828 -0.2176 0.1079 -0.4020
1305031908.1797 -0.3837 -0.2567 1.5514 0.8822 -0.2186 0.1101 -0.4023
1305031908.1896 -0.3867 -0.2540 1.5505 0.8810 -0.2196 0.1121 -0.4038
1305031908.1995 -0.3898 -0.2516 1.5496 0.8803 -0.2207 0.1138 -0.4042
1305031908.2095 -0.3928 -0.2490 1.5486 0.8793 -0.2219 0.1156 -0.4052
1305031908.2195 -0.3958 -0.2463 1.5474 0.8784 -0.2237 0.1174 -0.4057
1305031908.2295 -0.3989 -0.2437 1.5462 0.8781 -0.2257 0.1188 -0.4047
1305031908.2395 -0.4018 -0.2412 1.5449 0.8784 -0.2281 0.1202 -0.4024
1305031908.2495 -0.4048 -0.2385 1.5435 0.8784 -0.2305 0.1215 -0.4006
1305031908.2595 -0.4076 -0.2357 1.5421 0.8785 -0.2323 0.1234 -0.3988
1305031908.2696 -0.4105 -0.2328 1.5406 0.8781 -0.2344 0.1251 -0.3979
1305031908.2796 -0.4135 -0.2302 1.5392 0.8785 -0.2360 0.1258 -0.3959
1305031908.2895 -0.4165 -0.2275 1.5377 0.8782 -0.2378 0.1271 -0.3950
1305031908.2995 -0.4194 -0.2247 1.5362 0.8778 -0.2393 0.1287 -0.3946
1305031908.3096 -0.4222 -0.2217 1.5347 0.8774 -0.2408 0.1296 -0.3942
1305031908.3196 -0.4250 -0.2189 1.5332 0.8767 -0.2425 0.1307 -0.3944
1305031908.3295 -0.4277 -0.2157 1.5317 0.8760 -0.2441 0.1319 -0.3945
1305031908.3396 -0.4306 -0.2129 1.5301 0.8761 -0.2465 0.1319 -0.3929
1305031908.3495 -0.4332 -0.2099 1.5285 0.8756 -0.2486 0.1325 -0.3923
1305031908.3596 -0.4360 -0.2067 1.5267 0.8750 -0.2514 0.1323 -0.3920
1305031908.3696 -0.4388 -0.2036 1.5250 0.8746 -0.2541 0.1321 -0.3913
1305031908.3796 -0.4414 -0.2004 1.5233 0.8742 -0.2567 0.1319 -0.3904
1305031908.3895 -0.4441 -0.1973 1.5215 0.8740 -0.2591 0.1318 -0.3895
1305031908.3995 -0.4466 -0.1941 1.5199 0.8737 -0.2615 0.1315 -0.3886
1305031908.4096 -0.4491 -0.1908 1.5180 0.8735 -0.2637 0.1312 -0.3876
1305031908.4196 -0.4518 -0.1879 1.5164 0.8737 -0.2663 0.1305 -0.3855
1305031908.4295 -0.4541 -0.1846 1.5145 0.8736 -0.2690 0.1300 -0.3841
1305031908.4395 -0.4565 -0.1812 1.5125 0.8730 -0.2721 0.1292 -0.3836
1305031908.4496 -0.4590 -0.1781 1.5110 0.8735 -0.2756 0.1279 -0.3803
1305031908.4595 -0.4611 -0.1747 1.5091 0.8723 -0.2792 0.1274 -0.3806
1305031908.4695 -0.4633 -0.1715 1.5074 0.8718 -0.2828 0.1265 -0.3794
1305031908.4795 -0.4655 -0.1680 1.5058 0.8711 -0.2863 0.1260 -0.3786
1305031908.4895 -0.4676 -0.1647 1.5042 0.8704 -0.2902 0.1250 -0.3777
1305031908.4996 -0.4698 -0.1613 1.5024 0.8696 -0.2940 0.1242 -0.3768
1305031908.5095 -0.4719 -0.1580 1.5008 0.8692 -0.2982 0.1225 -0.3749
1305031908.5196 -0.4737 -0.1544 1.4994 0.8679 -0.3025 0.1220 -0.3746
1305031908.5295 -0.4758 -0.1509 1.4980 0.8669 -0.3067 0.1215 -0.3736
1305031908.5395 -0.4777 -0.1472 1.4966 0.8654 -0.3111 0.1212 -0.3736
1305031908.5495 -0.4797 -0.1436 1.4956 0.8642 -0.3155 0.1212 -0.3726
1305031908.5595 -0.4815 -0.1400 1.4945 0.8631 -0.3203 0.1217 -0.3710
1305031908.5695 -0.4834 -0.1364 1.4935 0.8618 -0.3251 0.1225 -0.3696
1305031908.5795 -0.4851 -0.1327 1.4925 0.8603 -0.3302 0.1237 -0.3682
1305031908.5895 -0.4869 -0.1291 1.4917 0.8587 -0.3358 0.1250 -0.3663
1305031908.5995 -0.4888 -0.1256 1.4910 0.8567 -0.3416 0.1270 -0.3650
1305031908.6104 -0.4908 -0.1221 1.4904 0.8550 -0.3470 0.1286 -0.3635
1305031908.6196 -0.4926 -0.1185 1.4900 0.8520 -0.3521 0.1317 -0.3644
1305031908.6295 -0.4944 -0.1150 1.4899 0.8494 -0.3568 0.1347 -0.3649
1305031908.6395 -0.4962 -0.1113 1.4896 0.8459 -0.3614 0.1387 -0.3668
1305031908.6495 -0.4981 -0.1077 1.4896 0.8429 -0.3658 0.1425 -0.3680
1305031908.6595 -0.4999 -0.1039 1.4896 0.8398 -0.3697 0.1465 -0.3695
1305031908.6695 -0.5019 -0.1004 1.4895 0.8371 -0.3736 0.1505 -0.3701
1305031908.6795 -0.5039 -0.0966 1.4896 0.8347 -0.3775 0.1537 -0.3702
1305031908.6896 -0.5059 -0.0929 1.4896 0.8325 -0.3812 0.1569 -0.3701
1305031908.6995 -0.5079 -0.0890 1.4897 0.8306 -0.3844 0.1598 -0.3699
1305031908.7095 -0.5101 -0.0854 1.4900 0.8296 -0.3871 0.1614 -0.3686
1305031908.7196 -0.5122 -0.0814 1.4902 0.8280 -0.3893 0.1631 -0.3691
1305031908.7296 -0.5144 -0.0775 1.4905 0.8268 -0.3911 0.1642 -0.3694
1305031908.7395 -0.5168 -0.0735 1.4912 0.8259 -0.3924 0.1645 -0.3701
1305031908.7495 -0.5193 -0.0695 1.4917 0.8250 -0.3935 0.1643 -0.3708
1305031908.7595 -0.5217 -0.0652 1.4924 0.8243 -0.3941 0.1642 -0.3719
1305031908.7695 -0.5243 -0.0611 1.4932 0.8242 -0.3944 0.1632 -0.3721
1305031908.7795 -0.5270 -0.0569 1.4940 0.8248 -0.3940 0.1614 -0.3721
1305031908.7895 -0.5296 -0.0527 1.4950 0.8254 -0.3934 0.1600 -0.3720
1305031908.7995 -0.5324 -0.0484 1.4961 0.8264 -0.3923 0.1581 -0.3718
1305031908.8095 -0.5353 -0.0442 1.4973 0.8275 -0.3912 0.1559 -0.3713
1305031908.8195 -0.5381 -0.0401 1.4986 0.8285 -0.3900 0.1537 -0.3713
1305031908.8295 -0.5410 -0.0360 1.5003 0.8290 -0.3893 0.1521 -0.3716
1305031908.8395 -0.5440 -0.0321 1.5018 0.8293 -0.3888 0.1505 -0.3721
1305031908.8495 -0.5469 -0.0281 1.5036 0.8292 -0.3890 0.1494 -0.3726
1305031908.8596 -0.5500 -0.0243 1.5056 0.8295 -0.3890 0.1482 -0.3723
1305031908.8695 -0.5529 -0.0205 1.5075 0.8289 -0.3896 0.1479 -0.3731
1305031908.8795 -0.5559 -0.0168 1.5095 0.8281 -0.3903 0.1479 -0.3742
1305031908.8895 -0.5591 -0.0130 1.5116 0.8272 -0.3911 0.1483 -0.3754
1305031908.8995 -0.5621 -0.0094 1.5137 0.8262 -0.3916 0.1491 -0.3766
1305031908.9095 -0.5652 -0.0057 1.5159 0.8252 -0.3925 0.1497 -0.3775
1305031908.9195 -0.5685 -0.0021 1.5180 0.8240 -0.3937 0.1506 -0.3786
1305031908.9295 -0.5716 0.0015 1.5202 0.8227 -0.3949 0.1514 -0.3799
1305031908.9396 -0.5748 0.0052 1.5222 0.8213 -0.3960 0.1520 -0.3815
1305031908.9495 -0.5780 0.0088 1.5244 0.8196 -0.3972 0.1528 -0.3836
1305031908.9596 -0.5814 0.0125 1.5264 0.8177 -0.3986 0.1532 -0.3859
1305031908.9696 -0.5846 0.0161 1.5285 0.8159 -0.4000 0.1537 -0.3882
1305031908.9795 -0.5879 0.0199 1.5304 0.8142 -0.4011 0.1537 -0.3907
1305031908.9895 -0.5914 0.0236 1.5325 0.8128 -0.4024 0.1536 -0.3922
1305031908.9995 -0.5948 0.0274 1.5344 0.8114 -0.4032 0.1534 -0.3944
1305031909.0095 -0.5985 0.0310 1.5364 0.8107 -0.4040 0.1527 -0.3952
1305031909.0196 -0.6019 0.0349 1.5381 0.8094 -0.4039 0.1525 -0.3981
1305031909.0295 -0.6056 0.0387 1.5400 0.8090 -0.4036 0.1518 -0.3995
1305031909.0395 -0.6092 0.0426 1.5419 0.8085 -0.4031 0.1511 -0.4012
1305031909.0495 -0.6128 0.0464 1.5436 0.8086 -0.4023 0.1497 -0.4023
1305031909.0596 -0.6163 0.0503 1.5453 0.8086 -0.4017 0.1482 -0.4036
1305031909.0695 -0.6202 0.0541 1.5470 0.8093 -0.4009 0.1460 -0.4038
1305031909.0795 -0.6240 0.0578 1.5486 0.8099 -0.3997 0.1436 -0.4045
1305031909.0895 -0.6277 0.0616 1.5504 0.8103 -0.3975 0.1419 -0.4066
1305031909.0995 -0.6315 0.0656 1.5523 0.8101 -0.3950 0.1404 -0.4099
1305031909.1095 -0.6352 0.0693 1.5542 0.8105 -0.3920 0.1390 -0.4124
1305031909.1196 -0.6389 0.0732 1.5560 0.8106 -0.3892 0.1378 -0.4153
1305031909.1295 -0.6427 0.0768 1.5577 0.8114 -0.3866 0.1361 -0.4168
1305031909.1395 -0.6464 0.0804 1.5595 0.8116 -0.3843 0.1347 -0.4189
1305031909.1496 -0.6500 0.0841 1.5611 0.8121 -0.3828 0.1332 -0.4198
1305031909.1595 -0.6539 0.0877 1.5628 0.8126 -0.3811 0.1311 -0.4211
1305031909.1695 -0.6576 0.0911 1.5647 0.8129 -0.3790 0.1295 -0.4228
1305031909.1796 -0.6613 0.0946 1.5666 0.8129 -0.3765 0.1285 -0.4254
1305031909.1895 -0.6649 0.0980 1.5685 0.8123 -0.3739 0.1278 -0.4291
1305031909.1995 -0.6685 0.1013 1.5704 0.8117 -0.3713 0.1270 -0.4327
1305031909.2095 -0.6721 0.1045 1.5723 0.8113 -0.3689 0.1263 -0.4357
1305031909.2195 -0.6757 0.1076 1.5742 0.8110 -0.3665 0.1257 -0.4383
1305031909.2295 -0.6793 0.1108 1.5761 0.8104 -0.3639 0.1255 -0.4416
1305031909.2395 -0.6828 0.1139 1.5780 0.8099 -0.3613 0.1252 -0.4448
1305031909.2496 -0.6863 0.1171 1.5801 0.8092 -0.3579 0.1258 -0.4486
1305031909.2596 -0.6898 0.1200 1.5821 0.8087 -0.3538 0.1269 -0.4525
1305031909.2695 -0.6933 0.1230 1.5843 0.8078 -0.3495 0.1286 -0.4570
1305031909.2796 -0.6968 0.1259 1.5864 0.8072 -0.3445 0.1303 -0.4613
1305031909.2895 -0.7000 0.1287 1.5885 0.8065 -0.3391 0.1318 -0.4659
1305031909.2995 -0.7033 0.1314 1.5907 0.8059 -0.3345 0.1330 -0.4701
1305031909.3096 -0.7065 0.1342 1.5928 0.8053 -0.3293 0.1341 -0.4745
1305031909.3195 -0.7099 0.1368 1.5950 0.8043 -0.3248 0.1350 -0.4790
1305031909.3295 -0.7130 0.1396 1.5972 0.8027 -0.3200 0.1364 -0.4845
1305031909.3395 -0.7163 0.1421 1.5993 0.8020 -0.3157 0.1370 -0.4882
1305031909.3495 -0.7195 0.1449 1.6013 0.8013 -0.3115 0.1378 -0.4918
1305031909.3596 -0.7227 0.1476 1.6031 0.8013 -0.3077 0.1388 -0.4940
1305031909.3695 -0.7256 0.1501 1.6049 0.8016 -0.3043 0.1393 -0.4955
1305031909.3795 -0.7287 0.1527 1.6065 0.8025 -0.3009 0.1400 -0.4958
1305031909.3895 -0.7318 0.1550 1.6081 0.8041 -0.2979 0.1402 -0.4949
1305031909.3996 -0.7349 0.1576 1.6100 0.8050 -0.2952 0.1409 -0.4949
1305031909.4095 -0.7381 0.1602 1.6119 0.8058 -0.2924 0.1416 -0.4951
1305031909.4196 -0.7413 0.1626 1.6138 0.8062 -0.2899 0.1428 -0.4956
1305031909.4295 -0.7446 0.1650 1.6158 0.8060 -0.2871 0.1440 -0.4971
1305031909.4395 -0.7480 0.1675 1.6181 0.8056 -0.2836 0.1449 -0.4996
1305031909.4495 -0.7513 0.1698 1.6202 -0.8049 0.2795 -0.1455 0.5028
1305031909.4595 -0.7544 0.1722 1.6223 -0.8041 0.2750 -0.1463 0.5063
1305031909.4695 -0.7580 0.1746 1.6246 -0.8035 0.2707 -0.1454 0.5098
1305031909.4795 -0.7614 0.1768 1.6265 -0.8036 0.2666 -0.1445 0.5120
1305031909.4895 -0.7648 0.1791 1.6284 -0.8036 0.2620 -0.1435 0.5147
1305031909.4995 -0.7681 0.1813 1.6302 -0.8038 0.2577 -0.1432 0.5167
1305031909.5095 -0.7715 0.1834 1.6319 -0.8040 0.2531 -0.1427 0.5188
1305031909.5196 -0.7750 0.1855 1.6338 -0.8048 0.2486 -0.1416 0.5200
1305031909.5296 -0.7784 0.1875 1.6355 -0.8052 0.2441 -0.1407 0.5218
1305031909.5395 -0.7818 0.1895 1.6371 -0.8057 0.2398 -0.1394 0.5235
1305031909.5496 -0.7855 0.1914 1.6387 -0.8058 0.2359 -0.1372 0.5255
1305031909.5595 -0.7888 0.1933 1.6402 -0.8067 0.2316 -0.1343 0.5268
1305031909.5695 -0.7922 0.1952 1.6415 -0.8072 0.2278 -0.1317 0.5284
1305031909.5796 -0.7956 0.1970 1.6429 -0.8076 0.2243 -0.1299 0.5298
1305031909.5896 -0.7988 0.1987 1.6441 -0.8082 0.2201 -0.1278 0.5310
1305031909.5996 -0.8019 0.2005 1.6453 -0.8080 0.2167 -0.1268 0.5329
1305031909.6096 -0.8050 0.2021 1.6465 -0.8080 0.2141 -0.1267 0.5341
1305031909.6196 -0.8080 0.2039 1.6478 -0.8065 0.2124 -0.1269 0.5370
1305031909.6295 -0.8110 0.2055 1.6488 -0.8060 0.2104 -0.1268 0.5385
1305031909.6395 -0.8140 0.2072 1.6497 -0.8051 0.2098 -0.1268 0.5400
1305031909.6495 -0.8168 0.2089 1.6505 -0.8048 0.2094 -0.1268 0.5407
1305031909.6595 -0.8195 0.2106 1.6511 -0.8048 0.2096 -0.1270 0.5406
1305031909.6695 -0.8222 0.2126 1.6515 -0.8047 0.2103 -0.1276 0.5403
1305031909.6795 -0.8248 0.2146 1.6518 -0.8048 0.2114 -0.1283 0.5396
1305031909.6895 -0.8274 0.2165 1.6520 -0.8047 0.2122 -0.1297 0.5391
1305031909.6995 -0.8298 0.2185 1.6520 -0.8048 0.2132 -0.1311 0.5382
1305031909.7095 -0.8325 0.2206 1.6519 -0.8059 0.2143 -0.1325 0.5358
1305031909.7196 -0.8346 0.2227 1.6516 -0.8064 0.2151 -0.1338 0.5343
1305031909.7295 -0.8368 0.2248 1.6512 -0.8070 0.2164 -0.1351 0.5327
1305031909.7395 -0.8391 0.2269 1.6506 -0.8076 0.2180 -0.1363 0.5308
1305031909.7495 -0.8413 0.2293 1.6500 -0.8081 0.2198 -0.1373 0.5289
1305031909.7595 -0.8434 0.2315 1.6493 -0.8087 0.2225 -0.1386 0.5265
1305031909.7696 -0.8452 0.2338 1.6483 -0.8090 0.2255 -0.1403 0.5243
1305031909.7795 -0.8472 0.2361 1.6474 -0.8094 0.2288 -0.1417 0.5219
1305031909.7895 -0.8489 0.2386 1.6461 -0.8099 0.2326 -0.1435 0.5190
1305031909.7995 -0.8508 0.2410 1.6449 -0.8113 0.2359 -0.1445 0.5150
1305031909.8095 -0.8525 0.2437 1.6434 -0.8117 0.2399 -0.1465 0.5120
1305031909.8196 -0.8540 0.2462 1.6419 -0.8131 0.2433 -0.1480 0.5077
1305031909.8295 -0.8555 0.2489 1.6402 -0.8140 0.2469 -0.1499 0.5040
1305031909.8395 -0.8570 0.2516 1.6385 0.8159 -0.2502 0.1514 -0.4987
1305031909.8495 -0.8586 0.2543 1.6367 0.8180 -0.2547 0.1528 -0.4926
1305031909.8596 -0.8597 0.2573 1.6349 0.8186 -0.2593 0.1550 -0.4886
1305031909.8696 -0.8611 0.2603 1.6329 0.8193 -0.2638 0.1567 -0.4843
1305031909.8796 -0.8625 0.2632 1.6311 0.8200 -0.2682 0.1580 -0.4802
1305031909.8895 -0.8638 0.2662 1.6292 0.8202 -0.2726 0.1592 -0.4771
1305031909.8995 -0.8650 0.2693 1.6273 0.8197 -0.2768 0.1601 -0.4752
1305031909.9095 -0.8662 0.2723 1.6255 0.8200 -0.2809 0.1615 -0.4718
1305031909.9195 -0.8673 0.2755 1.6236 0.8195 -0.2847 0.1628 -0.4699
1305031909.9295 -0.8683 0.2787 1.6217 0.8194 -0.2882 0.1644 -0.4675
1305031909.9395 -0.8694 0.2820 1.6198 0.8190 -0.2919 0.1662 -0.4653
1305031909.9495 -0.8705 0.2853 1.6178 0.8188 -0.2957 0.1680 -0.4625
1305031909.9595 -0.8714 0.2888 1.6157 0.8188 -0.2998 0.1696 -0.4592
1305031909.9695 -0.8723 0.2923 1.6136 0.8189 -0.3038 0.1710 -0.4559
1305031909.9795 -0.8734 0.2958 1.6115 0.8194 -0.3077 0.1720 -0.4519
1305031909.9895 -0.8741 0.2996 1.6091 0.8196 -0.3112 0.1732 -0.4487
1305031909.9995 -0.8750 0.3032 1.6069 0.8206 -0.3147 0.1732 -0.4445
1305031910.0095 -0.8758 0.3073 1.6049 0.8210 -0.3180 0.1747 -0.4409
1305031910.0196 -0.8769 0.3109 1.6028 0.8222 -0.3210 0.1748 -0.4363
1305031910.0295 -0.8778 0.3149 1.6007 0.8227 -0.3238 0.1755 -0.4331
1305031910.0395 -0.8784 0.3189 1.5987 0.8226 -0.3267 0.1769 -0.4305
1305031910.0496 -0.8791 0.3230 1.5966 0.8225 -0.3300 0.1776 -0.4278
1305031910.0595 -0.8801 0.3268 1.5947 0.8238 -0.3338 0.1768 -0.4226
1305031910.0695 -0.8805 0.3309 1.5927 0.8240 -0.3379 0.1775 -0.4188
1305031910.0795 -0.8813 0.3350 1.5905 0.8246 -0.3420 0.1768 -0.4144
1305031910.0895 -0.8820 0.3392 1.5886 0.8252 -0.3456 0.1760 -0.4106
1305031910.0995 -0.8828 0.3433 1.5867 0.8256 -0.3497 0.1748 -0.4069
1305031910.1095 -0.8833 0.3476 1.5850 0.8257 -0.3527 0.1744 -0.4042
1305031910.1195 -0.8840 0.3520 1.5834 0.8252 -0.3554 0.1738 -0.4032
1305031910.1295 -0.8847 0.3564 1.5819 0.8245 -0.3579 0.1732 -0.4026
1305031910.1395 -0.8851 0.3607 1.5803 0.8241 -0.3602 0.1722 -0.4018
1305031910.1495 -0.8857 0.3651 1.5788 0.8241 -0.3625 0.1709 -0.4002
1305031910.1595 -0.8863 0.3696 1.5775 0.8245 -0.3646 0.1692 -0.3983
1305031910.1695 -0.8869 0.3740 1.5762 0.8251 -0.3665 0.1667 -0.3963
1305031910.1795 -0.8873 0.3785 1.5750 0.8256 -0.3678 0.1646 -0.3949
1305031910.1895 -0.8877 0.3831 1.5738 0.8254 -0.3690 0.1630 -0.3949
1305031910.1995 -0.8883 0.3876 1.5728 0.8255 -0.3700 0.1607 -0.3949
1305031910.2095 -0.8886 0.3923 1.5719 0.8250 -0.3710 0.1590 -0.3956
1305031910.2195 -0.8891 0.3967 1.5710 0.8253 -0.3720 0.1564 -0.3949
